,x_spot,y_spot,new_x_spot,new_y_spot,pixel_x_spot,pixel_y_spot,selected,sp_loc,pixel_x_meta,pixel_y_meta,label,sp_loc_decimals_meta
18x12,18,12,17.954,11.948,4930.96,3173.31,1,18x12,2119.25,2872.008,invasive cancer,17.954x11.948
18x13,18,13,17.961,12.959,4933.0,3466.35,1,18x13,2120.125,2746.04929411765,invasive cancer,17.961x12.959
18x14,18,14,17.954,13.957,4930.96,3755.62,1,18x14,2119.25,2621.71023529412,invasive cancer,17.954x13.957
18x15,18,15,17.971,14.956,4935.91,4045.19,1,18x15,2121.375,2497.24658823529,invasive cancer,17.971x14.956
18x16,18,16,17.972,15.983,4936.2,4342.87,1,18x16,2121.5,2369.29447058824,invasive cancer,17.972x15.983
18x17,18,17,17.986,16.982,4940.27,4632.43,1,18x17,2123.25,2244.83082352941,invasive cancer,17.986x16.982
18x19,18,19,17.943,18.981,4927.77,5211.85,1,18x19,2117.875,1995.77894117647,invasive cancer,17.943x18.981
18x20,18,20,17.962,20.0,4933.29,5507.21,1,18x20,2120.25,1868.82352941176,invasive cancer,17.962x20.0
18x21,18,21,17.967,20.995,4934.75,5795.61,1,18x21,2120.875,1744.85823529412,invasive cancer,17.967x20.995
18x22,18,22,17.965,22.012,4934.16,6090.39,1,18x22,2120.625,1618.152,invasive cancer,17.965x22.012
18x23,18,23,17.967,23.012,4934.75,6380.24,1,18x23,2120.875,1493.56376470588,invasive cancer,17.967x23.012
18x24,18,24,17.964,24.021,4933.87,6672.7,1,18x24,2120.5,1367.85423529412,invasive cancer,17.964x24.021
18x25,18,25,17.981,25.025,4938.82,6963.72,1,18x25,2122.625,1242.76764705882,invasive cancer,17.981x25.025
18x26,18,26,17.984,26.049,4939.69,7260.53,1,18x26,2123.0,1115.18929411765,invasive cancer,17.984x26.049
18x27,18,27,17.965,27.051,4934.16,7550.96,1,18x27,2120.625,990.351882352941,invasive cancer,17.965x27.051
18x28,18,28,17.967,28.032,4934.75,7835.3,1,18x28,2120.875,868.130823529412,invasive cancer,17.967x28.032
18x29,18,29,17.981,29.053,4938.82,8131.24,1,18x29,2122.625,740.926235294118,invasive cancer,17.981x29.053
18x30,18,30,17.951,30.066,4930.09,8424.87,1,18x30,2118.875,614.718352941176,invasive cancer,17.951x30.066
18x31,18,31,17.981,31.069,4938.82,8715.59,1,18x31,2122.625,489.756352941176,invasive cancer,17.981x31.069
18x6,18,6,17.966,6.029,4934.46,1457.67,1,18x6,2120.75,3609.44576470588,invasive cancer,17.966x6.029
18x7,18,7,17.959,7.015,4932.42,1743.47,1,18x7,2119.875,3486.60176470588,undetermined,17.959x7.015
18x8,18,8,17.978,8.012,4937.95,2032.45,1,18x8,2122.25,3362.38729411765,invasive cancer,17.978x8.012
18x9,18,9,17.942,8.988,4927.47,2315.35,1,18x9,2117.75,3240.78917647059,invasive cancer,17.942x8.988
19x10,19,10,18.951,9.954,5220.94,2595.34,1,19x10,2243.875,3120.43694117647,invasive cancer,18.951x9.954
19x11,19,11,18.94,10.957,5217.74,2886.07,1,19x11,2242.5,2995.47494117647,connective tissue,18.94x10.957
19x12,19,12,18.941,11.944,5218.03,3172.15,1,19x12,2242.625,2872.50635294118,connective tissue,18.941x11.944
19x13,19,13,18.949,12.96,5220.35,3466.64,1,19x13,2243.625,2745.92470588235,invasive cancer,18.949x12.96
19x14,19,14,18.963,13.956,5224.43,3755.33,1,19x14,2245.375,2621.83482352941,invasive cancer,18.963x13.956
19x15,19,15,18.965,14.936,5225.01,4039.39,1,19x15,2245.625,2499.73835294118,invasive cancer,18.965x14.936
19x16,19,16,18.975,15.955,5227.92,4334.75,1,19x16,2246.875,2372.78294117647,invasive cancer,18.975x15.955
19x17,19,17,18.964,16.982,5224.72,4632.43,1,19x17,2245.5,2244.83082352941,invasive cancer,18.964x16.982
19x18,19,18,18.948,17.963,5220.06,4916.78,1,19x18,2243.5,2122.60976470588,invasive cancer,18.948x17.963
19x19,19,19,18.967,18.961,5225.59,5206.05,1,19x19,2245.875,1998.27070588235,invasive cancer,18.967x18.961
19x20,19,20,18.986,19.981,5231.12,5501.7,1,19x20,2248.25,1871.19070588235,invasive cancer,18.986x19.981
19x21,19,21,18.93,20.98,5214.83,5791.26,1,19x21,2241.25,1746.72705882353,invasive cancer,18.93x20.98
19x22,19,22,18.972,21.997,5227.04,6086.04,1,19x22,2246.5,1620.02082352941,invasive cancer,18.972x21.997
19x23,19,23,18.969,23.006,5226.17,6378.5,1,19x23,2246.125,1494.31129411765,invasive cancer,18.969x23.006
19x24,19,24,18.98,23.999,5229.37,6666.33,1,19x24,2247.5,1370.59517647059,invasive cancer,18.98x23.999
19x25,19,25,18.974,25.016,5227.63,6961.11,1,19x25,2246.75,1243.88894117647,invasive cancer,18.974x25.016
19x26,19,26,18.974,25.992,5227.63,7244.0,1,19x26,2246.75,1122.29082352941,invasive cancer,18.974x25.992
19x27,19,27,18.993,27.064,5233.15,7554.73,1,19x27,2249.125,988.732235294117,invasive cancer,18.993x27.064
19x28,19,28,18.977,28.013,5228.5,7829.8,1,19x28,2247.125,870.498,invasive cancer,18.977x28.013
19x29,19,29,18.969,29.044,5226.17,8128.64,1,19x29,2246.125,742.047529411765,invasive cancer,18.969x29.044
19x30,19,30,18.982,30.049,5229.95,8419.94,1,19x30,2247.75,616.836352941176,invasive cancer,18.982x30.049
19x6,19,6,18.964,6.007,5224.72,1451.29,1,19x6,2245.5,3612.18670588235,undetermined,18.964x6.007
19x7,19,7,18.952,7.001,5221.23,1739.41,1,19x7,2244.0,3488.346,connective tissue,18.952x7.001
19x8,19,8,18.932,8.044,5215.41,2041.72,1,19x8,2241.5,3358.40047058824,invasive cancer,18.932x8.044
19x9,19,9,18.943,8.984,5218.61,2314.19,1,19x9,2242.875,3241.28752941176,invasive cancer,18.943x8.984
20x10,20,10,19.987,9.961,5522.25,2597.37,1,20x10,2373.375,3119.56482352941,connective tissue,19.987x9.961
20x11,20,11,20.046,10.929,5539.41,2877.95,1,20x11,2380.75,2998.96341176471,connective tissue,20.046x10.929
20x12,20,12,20.037,11.92,5536.79,3165.19,1,20x12,2379.625,2875.49647058824,invasive cancer,20.037x11.92
20x13,20,13,20.028,12.919,5534.17,3454.76,1,20x13,2378.5,2751.03282352941,invasive cancer,20.028x12.919
20x14,20,14,20.053,13.932,5541.45,3748.38,1,20x14,2381.625,2624.82494117647,invasive cancer,20.053x13.932
20x15,20,15,20.054,14.932,5541.74,4038.23,1,20x15,2381.75,2500.23670588235,invasive cancer,20.054x14.932
20x16,20,16,20.06,15.952,5543.48,4333.88,1,20x16,2382.5,2373.15670588235,invasive cancer,20.06x15.952
20x17,20,17,20.068,16.956,5545.81,4624.89,1,20x17,2383.5,2248.07011764706,connective tissue,20.068x16.956
20x18,20,18,20.048,17.959,5539.99,4915.62,1,20x18,2381.0,2123.10811764706,invasive cancer,20.048x17.959
20x19,20,19,20.05,18.974,5540.57,5209.82,1,20x19,2381.25,1996.65105882353,invasive cancer,20.05x18.974
20x20,20,20,20.04,19.964,5537.66,5496.77,1,20x20,2380.0,1873.30870588235,invasive cancer,20.04x19.964
20x21,20,21,20.041,20.965,5537.96,5786.91,1,20x21,2380.125,1748.59588235294,invasive cancer,20.041x20.965
20x22,20,22,20.076,21.974,5548.14,6079.38,1,20x22,2384.5,1622.88635294118,invasive cancer,20.076x21.974
20x23,20,23,20.063,22.981,5544.35,6371.26,1,20x23,2382.875,1497.426,invasive cancer,20.063x22.981
20x24,20,24,20.061,24.003,5543.77,6667.49,1,20x24,2382.625,1370.09682352941,invasive cancer,20.061x24.003
20x25,20,25,20.075,24.972,5547.84,6948.35,1,20x25,2384.375,1249.37082352941,invasive cancer,20.075x24.972
20x26,20,26,20.073,25.995,5547.26,7244.87,1,20x26,2384.125,1121.91705882353,invasive cancer,20.073x25.995
20x27,20,27,20.049,27.022,5540.28,7542.55,1,20x27,2381.125,993.964941176471,invasive cancer,20.049x27.022
20x28,20,28,20.06,28.018,5543.48,7831.25,1,20x28,2382.5,869.875058823529,invasive cancer,20.06x28.018
20x29,20,29,20.056,29.021,5542.32,8121.97,1,20x29,2382.0,744.913058823529,invasive cancer,20.056x29.021
20x30,20,30,20.071,30.022,5546.68,8412.11,1,20x30,2383.875,620.200235294118,invasive cancer,20.071x30.022
20x6,20,6,20.036,5.992,5536.5,1446.95,1,20x6,2379.5,3614.05552941176,invasive cancer,20.036x5.992
20x7,20,7,20.064,7.006,5544.65,1740.86,1,20x7,2383.0,3487.72305882353,undetermined,20.064x7.006
20x8,20,8,20.065,7.998,5544.94,2028.39,1,20x8,2383.125,3364.13152941176,connective tissue,20.065x7.998
20x9,20,9,20.055,8.967,5542.03,2309.26,1,20x9,2381.875,3243.40552941176,connective tissue,20.055x8.967
21x10,21,10,20.957,9.908,5804.37,2582.01,1,21x10,2494.625,3126.168,connective tissue,20.957x9.908
21x11,21,11,20.932,10.903,5797.1,2870.41,1,21x11,2491.5,3002.20270588235,connective tissue,20.932x10.903
21x12,21,12,20.928,11.905,5795.93,3160.85,1,21x12,2491.0,2877.36529411765,connective tissue,20.928x11.905
21x13,21,13,20.932,12.9,5797.1,3449.25,1,21x13,2491.5,2753.4,connective tissue,20.932x12.9
21x14,21,14,20.908,13.904,5790.12,3740.26,1,21x14,2488.5,2628.31341176471,connective tissue,20.908x13.904
21x15,21,15,20.95,14.917,5802.33,4033.88,1,21x15,2493.75,2502.10552941177,connective tissue,20.95x14.917
21x16,21,16,20.945,15.927,5800.88,4326.63,1,21x16,2493.125,2376.27141176471,undetermined,20.945x15.927
21x17,21,17,20.962,16.944,5805.82,4621.42,1,21x17,2495.25,2249.56517647059,connective tissue,20.962x16.944
21x18,21,18,20.923,17.932,5794.48,4907.79,1,21x18,2490.375,2126.472,undetermined,20.923x17.932
21x19,21,19,20.956,18.935,5804.08,5198.51,1,21x19,2494.5,2001.51,invasive cancer,20.956x18.935
21x20,21,20,20.949,19.943,5802.04,5490.68,1,21x20,2493.625,1875.92505882353,invasive cancer,20.949x19.943
21x21,21,21,20.945,20.942,5800.88,5780.25,1,21x21,2493.125,1751.46141176471,invasive cancer,20.945x20.942
21x22,21,22,20.949,21.951,5802.04,6072.71,1,21x22,2493.625,1625.75188235294,invasive cancer,20.949x21.951
21x23,21,23,20.949,22.988,5802.04,6373.29,1,21x23,2493.625,1496.55388235294,invasive cancer,20.949x22.988
21x24,21,24,20.964,23.96,5806.4,6655.02,1,21x24,2495.5,1375.45411764706,invasive cancer,20.964x23.96
21x25,21,25,20.961,24.967,5805.53,6946.91,1,21x25,2495.125,1249.99376470588,invasive cancer,20.961x24.967
21x26,21,26,20.96,25.966,5805.24,7236.47,1,21x26,2495.0,1125.53011764706,invasive cancer,20.96x25.966
21x27,21,27,20.956,26.985,5804.08,7531.83,1,21x27,2494.5,998.574705882353,invasive cancer,20.956x26.985
21x28,21,28,20.918,27.999,5793.03,7825.74,1,21x28,2489.75,872.242235294118,invasive cancer,20.918x27.999
21x29,21,29,20.964,29.006,5806.4,8117.62,1,21x29,2495.5,746.781882352941,invasive cancer,20.964x29.006
21x30,21,30,20.96,30.004,5805.24,8406.89,1,21x30,2495.0,622.442823529412,invasive cancer,20.96x30.004
21x6,21,6,20.936,5.973,5798.26,1441.44,1,21x6,2492.0,3616.42270588235,invasive cancer,20.936x5.973
21x7,21,7,20.953,6.968,5803.21,1729.84,1,21x7,2494.125,3492.45741176471,invasive cancer,20.953x6.968
21x8,21,8,20.956,7.933,5804.08,2009.55,1,21x8,2494.5,3372.22976470588,invasive cancer,20.956x7.933
21x9,21,9,20.933,8.926,5797.39,2297.37,1,21x9,2491.625,3248.51364705882,invasive cancer,20.933x8.926
22x10,22,10,21.936,9.901,6089.1,2579.98,1,22x10,2617.0,3127.04011764706,connective tissue,21.936x9.901
22x11,22,11,21.927,10.912,6086.49,2873.02,1,22x11,2615.875,3001.08141176471,connective tissue,21.927x10.912
22x12,22,12,21.949,11.922,6092.89,3165.77,1,22x12,2618.625,2875.24729411765,invasive cancer,21.949x11.922
22x13,22,13,21.932,12.909,6087.94,3451.86,1,22x13,2616.5,2752.27870588235,invasive cancer,21.932x12.909
22x14,22,14,21.951,13.908,6093.47,3741.42,1,22x14,2618.875,2627.81505882353,invasive cancer,21.951x13.908
22x15,22,15,21.958,14.941,6095.5,4040.84,1,22x15,2619.75,2499.11541176471,connective tissue,21.958x14.941
22x16,22,16,21.972,15.94,6099.58,4330.4,1,22x16,2621.5,2374.65176470588,invasive cancer,21.972x15.94
22x17,22,17,21.961,16.946,6096.38,4622.0,1,22x17,2620.125,2249.316,invasive cancer,21.961x16.946
22x18,22,18,21.961,17.932,6096.38,4907.79,1,22x18,2620.125,2126.472,invasive cancer,21.961x17.932
22x19,22,19,21.947,18.94,6092.3,5199.96,1,22x19,2618.375,2000.88705882353,invasive cancer,21.947x18.94
22x20,22,20,21.952,19.947,6093.76,5491.84,1,22x20,2619.0,1875.42670588235,invasive cancer,21.952x19.947
22x21,22,21,21.954,20.946,6094.34,5781.41,1,22x21,2619.25,1750.96305882353,invasive cancer,21.954x20.946
22x22,22,22,21.978,21.931,6101.32,6066.91,1,22x22,2622.25,1628.24364705882,invasive cancer,21.978x21.931
22x23,22,23,21.968,22.951,6098.41,6362.56,1,22x23,2621.0,1501.16364705882,invasive cancer,21.968x22.951
22x24,22,24,21.97,23.954,6098.99,6653.28,1,22x24,2621.25,1376.20164705882,invasive cancer,21.97x23.954
22x25,22,25,21.978,24.966,6101.32,6946.62,1,22x25,2622.25,1250.11835294118,invasive cancer,21.978x24.966
22x26,22,26,21.963,25.972,6096.96,7238.21,1,22x26,2620.375,1124.78258823529,invasive cancer,21.963x25.972
22x27,22,27,21.963,26.984,6096.96,7531.54,1,22x27,2620.375,998.699294117647,invasive cancer,21.963x26.984
22x28,22,28,22.006,28.0,6109.46,7826.03,1,22x28,2625.75,872.117647058823,invasive cancer,22.006x28.0
22x29,22,29,21.991,28.983,6105.1,8110.95,1,22x29,2623.875,749.647411764706,invasive cancer,21.991x28.983
22x30,22,30,21.98,30.001,6101.9,8406.03,1,22x30,2622.5,622.816588235294,invasive cancer,21.98x30.001
22x7,22,7,21.932,6.952,6087.94,1725.2,1,22x7,2616.5,3494.45082352941,invasive cancer,21.932x6.952
22x8,22,8,21.936,7.938,6089.1,2011.0,1,22x8,2617.0,3371.60682352941,undetermined,21.936x7.938
22x9,22,9,21.923,8.914,6085.32,2293.9,1,22x9,2615.375,3250.00870588235,undetermined,21.923x8.914
23x10,23,10,23.042,9.969,6410.78,2599.69,1,23x10,2755.25,3118.56811764706,invasive cancer,23.042x9.969
23x11,23,11,23.048,10.969,6412.52,2889.54,1,23x11,2756.0,2993.97988235294,invasive cancer,23.048x10.969
23x12,23,12,23.052,11.978,6413.69,3182.01,1,23x12,2756.5,2868.27035294118,invasive cancer,23.052x11.978
23x13,23,13,23.038,12.965,6409.61,3468.09,1,23x13,2754.75,2745.30176470588,invasive cancer,23.038x12.965
23x14,23,14,23.041,13.965,6410.49,3757.94,1,23x14,2755.125,2620.71352941176,invasive cancer,23.041x13.965
23x15,23,15,23.048,14.963,6412.52,4047.22,1,23x15,2756.0,2496.37447058824,invasive cancer,23.048x14.963
23x16,23,16,23.062,15.98,6416.59,4342.0,1,23x16,2757.75,2369.66823529412,invasive cancer,23.062x15.98
23x17,23,17,23.057,16.974,6415.14,4630.11,1,23x17,2757.125,2245.82752941176,invasive cancer,23.057x16.974
23x18,23,18,23.026,18.007,6406.12,4929.53,1,23x18,2753.25,2117.12788235294,invasive cancer,23.026x18.007
23x19,23,19,23.03,19.0,6407.29,5217.35,1,23x19,2753.75,1993.41176470588,invasive cancer,23.03x19.0
23x20,23,20,23.037,19.994,6409.32,5505.47,1,23x20,2754.625,1869.57105882353,invasive cancer,23.037x19.994
23x21,23,21,23.045,21.031,6411.65,5806.04,1,23x21,2755.625,1740.37305882353,invasive cancer,23.045x21.031
23x22,23,22,23.055,22.011,6414.56,6090.1,1,23x22,2756.875,1618.27658823529,invasive cancer,23.055x22.011
23x23,23,23,23.045,22.989,6411.65,6373.58,1,23x23,2755.625,1496.42929411765,invasive cancer,23.045x22.989
23x24,23,24,23.057,24.034,6415.14,6676.47,1,23x24,2757.125,1366.23458823529,invasive cancer,23.057x24.034
23x25,23,25,23.073,24.987,6419.79,6952.7,1,23x25,2759.125,1247.502,invasive cancer,23.073x24.987
23x26,23,26,23.069,26.043,6418.63,7258.79,1,23x26,2758.625,1115.93682352941,invasive cancer,23.069x26.043
23x27,23,27,23.038,27.051,6409.61,7550.96,1,23x27,2754.75,990.351882352941,invasive cancer,23.038x27.051
23x28,23,28,23.054,28.065,6414.27,7844.87,1,23x28,2756.75,864.019411764706,invasive cancer,23.054x28.065
23x29,23,29,23.065,29.063,6417.47,8134.14,1,23x29,2758.125,739.680352941176,invasive cancer,23.065x29.063
23x30,23,30,23.034,30.037,6408.45,8416.46,1,23x30,2754.25,618.331411764706,invasive cancer,23.034x30.037
23x8,23,8,23.071,8.03,6419.21,2037.67,1,23x8,2758.875,3360.14470588235,connective tissue,23.071x8.03
23x9,23,9,23.033,8.995,6408.16,2317.37,1,23x9,2754.125,3239.91705882353,undetermined,23.033x8.995
24x10,24,10,24.03,9.981,6698.13,2603.17,1,24x10,2878.75,3117.07305882353,invasive cancer,24.03x9.981
24x11,24,11,24.034,10.974,6699.29,2890.99,1,24x11,2879.25,2993.35694117647,invasive cancer,24.034x10.974
24x12,24,12,24.037,11.988,6700.17,3184.9,1,24x12,2879.625,2867.02447058824,invasive cancer,24.037x11.988
24x13,24,13,24.041,12.964,6701.33,3467.8,1,24x13,2880.125,2745.42635294118,invasive cancer,24.041x12.964
24x14,24,14,24.069,13.985,6709.47,3763.74,1,24x14,2883.625,2618.22176470588,invasive cancer,24.069x13.985
24x15,24,15,24.052,14.969,6704.53,4048.96,1,24x15,2881.5,2495.62694117647,invasive cancer,24.052x14.969
24x16,24,16,24.053,15.986,6704.82,4343.74,1,24x16,2881.625,2368.92070588235,invasive cancer,24.053x15.986
24x17,24,17,24.067,16.987,6708.89,4633.88,1,24x17,2883.375,2244.20788235294,invasive cancer,24.067x16.987
24x18,24,18,24.035,17.986,6699.59,4923.44,1,24x18,2879.375,2119.74423529412,invasive cancer,24.035x17.986
24x19,24,19,24.042,18.989,6701.62,5214.16,1,24x19,2880.25,1994.78223529412,invasive cancer,24.042x18.989
24x20,24,20,24.044,19.995,6702.2,5505.76,1,24x20,2880.5,1869.44647058824,invasive cancer,24.044x19.995
24x21,24,21,24.05,21.017,6703.95,5801.99,1,24x21,2881.25,1742.11729411765,invasive cancer,24.05x21.017
24x23,24,23,24.058,22.996,6706.28,6375.61,1,24x23,2882.25,1495.55717647059,invasive cancer,24.058x22.996
24x24,24,24,24.057,24.036,6705.98,6677.05,1,24x24,2882.125,1365.98541176471,invasive cancer,24.057x24.036
24x25,24,25,24.048,25.018,6703.37,6961.69,1,24x25,2881.0,1243.63976470588,invasive cancer,24.048x25.018
24x26,24,26,24.052,26.037,6704.53,7257.05,1,24x26,2881.5,1116.68435294118,invasive cancer,24.052x26.037
24x27,24,27,24.041,27.045,6701.33,7549.22,1,24x27,2880.125,991.099411764706,invasive cancer,24.041x27.045
24x28,24,28,24.055,28.055,6705.4,7841.97,1,24x28,2881.875,865.265294117647,invasive cancer,24.055x28.055
24x29,24,29,24.045,29.071,6702.49,8136.46,1,24x29,2880.625,738.683647058823,invasive cancer,24.045x29.071
24x30,24,30,24.054,30.067,6705.11,8425.16,1,24x30,2881.75,614.593764705882,invasive cancer,24.054x30.067
24x8,24,8,24.052,8.025,6704.53,2036.22,1,24x8,2881.5,3360.76764705882,invasive cancer,24.052x8.025
24x9,24,9,24.036,8.983,6699.88,2313.9,1,24x9,2879.5,3241.41211764706,invasive cancer,24.036x8.983
25x10,25,10,24.975,9.961,6972.98,2597.37,1,25x10,2996.875,3119.56482352941,invasive cancer,24.975x9.961
25x11,25,11,25.001,10.972,6980.54,2890.41,1,25x11,3000.125,2993.60611764706,invasive cancer,25.001x10.972
25x12,25,12,24.985,11.949,6975.89,3173.6,1,25x12,2998.125,2871.88341176471,invasive cancer,24.985x11.949
25x13,25,13,24.992,12.953,6977.92,3464.61,1,25x13,2999.0,2746.79682352941,invasive cancer,24.992x12.953
25x14,25,14,25.005,13.948,6981.7,3753.02,1,25x14,3000.625,2622.83152941176,invasive cancer,25.005x13.948
25x15,25,15,25.013,14.948,6984.03,4042.87,1,25x15,3001.625,2498.24329411765,invasive cancer,25.013x14.948
25x16,25,16,25.009,15.971,6982.87,4339.39,1,25x16,3001.125,2370.78952941176,invasive cancer,25.009x15.971
25x17,25,17,25.018,16.975,6985.49,4630.4,1,25x17,3002.25,2245.70294117647,invasive cancer,25.018x16.975
25x18,25,18,25.004,17.985,6981.41,4923.15,1,25x18,3000.5,2119.86882352941,invasive cancer,25.004x17.985
25x19,25,19,24.998,18.983,6979.67,5212.43,1,25x19,2999.75,1995.52976470588,invasive cancer,24.998x18.983
25x20,25,20,25.008,19.966,6982.58,5497.35,1,25x20,3001.0,1873.05952941176,invasive cancer,25.008x19.966
25x21,25,21,25.013,20.993,6984.03,5795.03,1,25x21,3001.625,1745.10741176471,invasive cancer,25.013x20.993
25x22,25,22,25.013,22.008,6984.03,6089.23,1,25x22,3001.625,1618.65035294118,invasive cancer,25.013x22.008
25x23,25,23,25.02,22.993,6986.07,6374.74,1,25x23,3002.5,1495.93094117647,invasive cancer,25.02x22.993
25x24,25,24,25.033,24.008,6989.85,6668.94,1,25x24,3004.125,1369.47388235294,invasive cancer,25.033x24.008
25x25,25,25,25.02,24.993,6986.07,6954.44,1,25x25,3002.5,1246.75447058824,invasive cancer,25.02x24.993
25x26,25,26,25.046,26.025,6993.63,7253.57,1,25x26,3005.75,1118.17941176471,invasive cancer,25.046x26.025
25x27,25,27,25.016,26.994,6984.9,7534.44,1,25x27,3002.0,997.453411764706,invasive cancer,25.016x26.994
25x28,25,28,25.021,28.034,6986.36,7835.88,1,25x28,3002.625,867.881647058824,invasive cancer,25.021x28.034
25x29,25,29,25.014,29.036,6984.32,8126.32,1,25x29,3001.75,743.044235294118,invasive cancer,25.014x29.036
25x30,25,30,25.023,30.06,6986.94,8423.13,1,25x30,3002.875,615.465882352942,invasive cancer,25.023x30.06
25x9,25,9,24.996,8.961,6979.09,2307.52,1,25x9,2999.5,3244.15305882353,invasive cancer,24.996x8.961
26x10,26,10,25.951,9.964,7256.84,2598.24,1,26x10,3118.875,3119.19105882353,invasive cancer,25.951x9.964
26x11,26,11,25.975,10.95,7263.82,2884.04,1,26x11,3121.875,2996.34705882353,invasive cancer,25.975x10.95
26x12,26,12,25.975,11.93,7263.82,3168.09,1,26x12,3121.875,2874.25058823529,invasive cancer,25.975x11.93
26x13,26,13,25.978,12.94,7264.7,3460.84,1,26x13,3122.25,2748.41647058824,invasive cancer,25.978x12.94
26x14,26,14,25.981,13.921,7265.57,3745.19,1,26x14,3122.625,2626.19541176471,invasive cancer,25.981x13.921
26x15,26,15,25.983,14.947,7266.15,4042.58,1,26x15,3122.875,2498.36788235294,invasive cancer,25.983x14.947
26x17,26,17,25.995,16.963,7269.64,4626.92,1,26x17,3124.375,2247.198,invasive cancer,25.995x16.963
26x18,26,18,25.958,17.971,7258.88,4919.09,1,26x18,3119.75,2121.61305882353,invasive cancer,25.958x17.971
26x19,26,19,25.982,18.961,7265.86,5206.05,1,26x19,3122.75,1998.27070588235,invasive cancer,25.982x18.961
26x20,26,20,25.974,19.964,7263.53,5496.77,1,26x20,3121.75,1873.30870588235,invasive cancer,25.974x19.964
26x21,26,21,25.986,20.96,7267.02,5785.46,1,26x21,3123.25,1749.21882352941,invasive cancer,25.986x20.96
26x22,26,22,25.994,21.997,7269.35,6086.04,1,26x22,3124.25,1620.02082352941,invasive cancer,25.994x21.997
26x23,26,23,25.98,22.983,7265.28,6371.84,1,26x23,3122.5,1497.17682352941,invasive cancer,25.98x22.983
26x24,26,24,25.973,23.992,7263.24,6664.3,1,26x24,3121.625,1371.46729411765,invasive cancer,25.973x23.992
26x25,26,25,25.998,25.002,7270.51,6957.05,1,26x25,3124.75,1245.63317647059,invasive cancer,25.998x25.002
26x26,26,26,25.999,25.999,7270.8,7246.03,1,26x26,3124.875,1121.41870588235,invasive cancer,25.999x25.999
26x27,26,27,25.98,26.975,7265.28,7528.93,1,26x27,3122.5,999.820588235294,invasive cancer,25.98x26.975
26x28,26,28,25.983,28.021,7266.15,7832.12,1,26x28,3122.875,869.501294117647,invasive cancer,25.983x28.021
26x29,26,29,25.95,29.051,7256.55,8130.66,1,26x29,3118.75,741.175411764706,invasive cancer,25.95x29.051
26x9,26,9,25.957,8.972,7258.59,2310.71,1,26x9,3119.625,3242.78258823529,invasive cancer,25.957x8.972
27x10,27,10,26.955,9.953,7548.85,2595.05,1,27x10,3244.375,3120.56152941177,invasive cancer,26.955x9.953
27x11,27,11,26.965,10.924,7551.76,2876.5,1,27x11,3245.625,2999.58635294118,invasive cancer,26.965x10.924
27x12,27,12,26.957,11.89,7549.43,3156.5,1,27x12,3244.625,2879.23411764706,invasive cancer,26.957x11.89
27x13,27,13,26.967,12.958,7552.34,3466.06,1,27x13,3245.875,2746.17388235294,invasive cancer,26.967x12.958
27x14,27,14,26.983,13.945,7556.99,3752.15,1,27x14,3247.875,2623.20529411765,invasive cancer,26.983x13.945
27x15,27,15,26.975,14.938,7554.67,4039.97,1,27x15,3246.875,2499.48917647059,invasive cancer,26.975x14.938
27x16,27,16,26.995,15.964,7560.48,4337.36,1,27x16,3249.375,2371.66164705882,invasive cancer,26.995x15.964
27x17,27,17,26.991,16.95,7559.32,4623.15,1,27x17,3248.875,2248.81764705882,invasive cancer,26.991x16.95
27x18,27,18,26.963,17.976,7551.18,4920.54,1,27x18,3245.375,2120.99011764706,invasive cancer,26.963x17.976
27x19,27,19,26.971,18.983,7553.5,5212.43,1,27x19,3246.375,1995.52976470588,invasive cancer,26.971x18.983
27x20,27,20,26.98,19.975,7556.12,5499.96,1,27x20,3247.5,1871.93823529412,invasive cancer,26.98x19.975
27x21,27,21,26.976,20.962,7554.96,5786.04,1,27x21,3247.0,1748.96964705882,invasive cancer,26.976x20.962
27x22,27,22,26.986,21.995,7557.87,6085.46,1,27x22,3248.25,1620.27,invasive cancer,26.986x21.995
27x23,27,23,26.985,22.986,7557.57,6372.71,1,27x23,3248.125,1496.80305882353,invasive cancer,26.985x22.986
27x24,27,24,27.004,23.967,7563.1,6657.05,1,27x24,3250.5,1374.582,invasive cancer,27.004x23.967
27x25,27,25,26.994,25.026,7560.19,6964.01,1,27x25,3249.25,1242.64305882353,invasive cancer,26.994x25.026
27x26,27,26,26.995,26.007,7560.48,7248.35,1,27x26,3249.375,1120.422,invasive cancer,26.995x26.007
27x27,27,27,26.942,27.022,7545.07,7542.55,1,27x27,3242.75,993.964941176471,invasive cancer,26.942x27.022
27x28,27,28,27.001,28.036,7562.23,7836.46,1,27x28,3250.125,867.632470588235,invasive cancer,27.001x28.036
27x29,27,29,26.997,29.031,7561.06,8124.87,1,27x29,3249.625,743.667176470588,invasive cancer,26.997x29.031
28x10,28,10,27.935,9.938,7833.88,2590.71,1,28x10,3366.875,3122.43035294118,invasive cancer,27.935x9.938
28x11,28,11,27.945,10.917,7836.78,2874.47,1,28x11,3368.125,3000.45847058824,invasive cancer,27.945x10.917
28x12,28,12,27.936,11.928,7834.17,3167.51,1,28x12,3367.0,2874.49976470588,invasive cancer,27.936x11.928
28x13,28,13,27.933,12.939,7833.29,3460.55,1,28x13,3366.625,2748.54105882353,invasive cancer,27.933x12.939
28x14,28,14,27.949,13.937,7837.95,3749.83,1,28x14,3368.625,2624.202,invasive cancer,27.949x13.937
