,x_spot,y_spot,new_x_spot,new_y_spot,pixel_x_spot,pixel_y_spot,selected,sp_loc,pixel_x_meta,pixel_y_meta,label,sp_loc_decimals_meta
5x27,5,27,4.966,26.993,1149.52,7557.08,1,5x27,495.75,1004.172,connective tissue,4.966x26.993
6x11,6,11,5.931,11.123,1429.22,2943.11,1,6x11,616.375,2994.45670588235,connective tissue,5.931x11.123
6x12,6,12,5.916,11.993,1424.87,3196.05,1,6x12,614.5,2885.34847058824,undetermined,5.916x11.993
6x13,6,13,5.929,13.092,1428.64,3515.57,1,6x13,616.125,2747.52094117647,invasive cancer,5.929x13.092
6x14,6,14,5.951,14.053,1435.02,3794.97,1,6x14,618.875,2627.00023529412,invasive cancer,5.951x14.053
6x15,6,15,5.962,15.085,1438.2,4095.01,1,6x15,620.25,2497.57529411765,invasive cancer,5.962x15.085
6x16,6,16,5.951,16.069,1435.02,4381.09,1,6x16,618.875,2374.17011764706,invasive cancer,5.951x16.069
6x17,6,17,5.91,17.121,1423.13,4686.94,1,6x17,613.75,2242.23694117647,invasive cancer,5.91x17.121
6x18,6,18,5.98,18.053,1443.42,4957.91,1,6x18,622.5,2125.35317647059,invasive cancer,5.98x18.053
6x19,6,19,5.92,19.152,1426.03,5277.43,1,6x19,615.0,1987.52564705882,invasive cancer,5.92x19.152
6x20,6,20,5.898,20.067,1419.65,5543.45,1,6x20,612.25,1872.77388235294,invasive cancer,5.898x20.067
6x21,6,21,5.947,21.034,1433.86,5824.59,1,6x21,618.375,1751.50070588235,invasive cancer,5.947x21.034
6x22,6,22,5.992,22.033,1446.9,6115.04,1,6x22,624.0,1626.21435294118,invasive cancer,5.992x22.033
6x23,6,23,5.892,23.126,1417.92,6432.81,1,6x23,611.5,1489.13929411765,invasive cancer,5.892x23.126
6x24,6,24,6.008,23.981,1451.54,6681.39,1,6x24,626.0,1381.91223529412,invasive cancer,6.008x23.981
6x25,6,25,5.942,24.976,1432.41,6970.67,1,6x25,617.75,1257.12752941176,invasive cancer,5.942x24.976
6x26,6,26,5.938,26.0,1431.25,7268.38,1,6x26,617.25,1128.70588235294,connective tissue,5.938x26.0
6x27,6,27,5.994,27.043,1447.48,7571.62,1,6x27,624.25,997.901411764706,connective tissue,5.994x27.043
7x10,7,10,6.957,9.986,1726.6,2612.55,1,7x10,744.625,3137.04988235294,connective tissue,6.957x9.986
7x11,7,11,6.948,11.102,1723.99,2937.01,1,7x11,743.5,2997.09035294118,connective tissue,6.948x11.102
7x12,7,12,7.021,11.99,1745.15,3195.18,1,7x12,752.625,2885.72470588235,connective tissue,7.021x11.99
7x13,7,13,6.95,13.001,1724.57,3489.11,1,7x13,743.75,2758.93341176471,invasive cancer,6.95x13.001
7x14,7,14,6.976,14.086,1732.11,3804.56,1,7x14,747.0,2622.86164705882,invasive cancer,6.976x14.086
7x15,7,15,6.926,15.026,1717.61,4077.85,1,7x15,740.75,2504.97458823529,invasive cancer,6.926x15.026
7x16,7,16,6.937,16.027,1720.8,4368.88,1,7x16,742.125,2379.43741176471,invasive cancer,6.937x16.027
7x17,7,17,6.974,17.095,1731.53,4679.38,1,7x17,746.75,2245.49764705882,invasive cancer,6.974x17.095
7x18,7,18,6.958,18.032,1726.89,4951.8,1,7x18,744.75,2127.98682352941,invasive cancer,6.958x18.032
7x19,7,19,6.977,19.133,1732.4,5271.9,1,7x19,747.125,1989.90847058824,invasive cancer,6.977x19.133
7x20,7,20,7.114,19.952,1772.1,5510.02,1,7x20,764.25,1887.19623529412,invasive cancer,7.114x19.952
7x21,7,21,6.986,21.049,1735.0,5828.95,1,7x21,748.25,1749.61952941176,invasive cancer,6.986x21.049
7x22,7,22,6.94,22.066,1721.67,6124.63,1,7x22,742.5,1622.07576470588,invasive cancer,6.94x22.066
7x23,7,23,7.051,23.029,1753.84,6404.61,1,7x23,756.375,1501.30423529412,invasive cancer,7.051x23.029
7x24,7,24,6.942,23.957,1722.25,6674.41,1,7x24,742.75,1384.92211764706,invasive cancer,6.942x23.957
7x25,7,25,6.991,24.94,1736.45,6960.2,1,7x25,748.875,1261.64235294118,undetermined,6.991x24.94
7x26,7,26,6.999,25.984,1738.77,7263.73,1,7x26,749.875,1130.71247058823,connective tissue,6.999x25.984
7x27,7,27,6.944,26.954,1722.83,7545.74,1,7x27,743.0,1009.06305882353,connective tissue,6.944x26.954
8x10,8,10,7.976,9.99,2021.95,2613.71,1,8x10,872.0,3136.54823529412,connective tissue,7.976x9.99
8x11,8,11,7.972,11.046,2020.79,2920.73,1,8x11,871.5,3004.11341176471,connective tissue,7.972x11.046
8x12,8,12,7.912,11.997,2003.4,3197.22,1,8x12,864.0,2884.84682352941,connective tissue,7.912x11.997
8x13,8,13,7.981,12.993,2023.4,3486.79,1,8x13,872.625,2759.93670588235,invasive cancer,7.981x12.993
8x14,8,14,7.949,14.065,2014.12,3798.46,1,8x14,868.625,2625.49529411765,invasive cancer,7.949x14.065
8x15,8,15,7.985,15.013,2024.56,4074.07,1,8x15,873.125,2506.60494117647,invasive cancer,7.985x15.013
8x16,8,16,8.023,15.989,2035.57,4357.83,1,8x16,877.875,2384.20305882353,invasive cancer,8.023x15.989
8x17,8,17,8.024,17.062,2035.86,4669.79,1,8x17,878.0,2249.63623529412,invasive cancer,8.024x17.062
8x18,8,18,7.991,18.028,2026.3,4950.64,1,8x18,873.875,2128.48847058824,invasive cancer,7.991x18.028
8x19,8,19,8.01,19.074,2031.8,5254.75,1,8x19,876.25,1997.30776470588,invasive cancer,8.01x19.074
8x20,8,20,7.956,20.037,2016.15,5534.73,1,8x20,869.5,1876.53623529412,invasive cancer,7.956x20.037
8x21,8,21,7.97,21.002,2020.21,5815.29,1,8x21,871.25,1755.51388235294,invasive cancer,7.97x21.002
8x22,8,22,7.99,22.091,2026.01,6131.9,1,8x22,873.75,1618.94047058824,invasive cancer,7.99x22.091
8x23,8,23,8.037,22.971,2039.63,6387.75,1,8x23,879.625,1508.57811764706,invasive cancer,8.037x22.971
8x24,8,24,7.988,23.949,2025.43,6672.08,1,8x24,873.5,1385.92541176471,invasive cancer,7.988x23.949
8x25,8,25,7.999,25.054,2028.62,6993.35,1,8x25,874.875,1247.34541176471,connective tissue,7.999x25.054
8x26,8,26,8.016,25.991,2033.54,7265.77,1,8x26,877.0,1129.83458823529,connective tissue,8.016x25.991
8x27,8,27,8.004,27.005,2030.07,7560.57,1,8x27,875.5,1002.66705882353,connective tissue,8.004x27.005
9x10,9,10,8.958,9.925,2306.58,2594.81,1,9x10,994.75,3144.7,connective tissue,8.958x9.925
9x11,9,11,8.995,10.93,2317.3,2887.0,1,9x11,999.375,3018.66117647059,connective tissue,8.995x10.93
9x12,9,12,9.043,11.952,2331.21,3184.13,1,9x12,1005.375,2890.49035294118,connective tissue,9.043x11.952
9x13,9,13,9.019,12.925,2324.26,3467.02,1,9x13,1002.375,2768.46470588235,invasive cancer,9.019x12.925
9x14,9,14,9.026,14.014,2326.29,3783.63,1,9x14,1003.25,2631.89129411765,invasive cancer,9.026x14.014
9x15,9,15,9.024,14.951,2325.71,4056.05,1,9x15,1003.0,2514.38047058823,invasive cancer,9.024x14.951
9x16,9,16,9.008,15.966,2321.07,4351.14,1,9x16,1001.0,2387.08752941176,invasive cancer,9.008x15.966
9x17,9,17,9.037,17.001,2329.47,4652.06,1,9x17,1004.625,2257.28635294118,invasive cancer,9.037x17.001
9x18,9,18,9.028,17.948,2326.87,4927.38,1,9x18,1003.5,2138.52141176471,invasive cancer,9.028x17.948
9x19,9,19,9.009,19.036,2321.36,5243.7,1,9x19,1001.125,2002.07341176471,invasive cancer,9.009x19.036
9x20,9,20,9.059,20.003,2335.85,5524.84,1,9x20,1007.375,1880.80023529412,invasive cancer,9.059x20.003
9x21,9,21,9.056,20.946,2334.98,5799.01,1,9x21,1007.0,1762.53694117647,invasive cancer,9.056x20.946
9x22,9,22,9.044,22.085,2331.5,6130.15,1,9x22,1005.5,1619.69294117647,invasive cancer,9.044x22.085
9x23,9,23,9.068,22.952,2338.46,6382.22,1,9x23,1008.5,1510.96094117647,invasive cancer,9.068x22.952
9x24,9,24,9.038,23.922,2329.76,6664.23,1,9x24,1004.75,1389.31152941176,undetermined,9.038x23.922
9x25,9,25,9.098,24.946,2347.15,6961.95,1,9x25,1012.25,1260.88988235294,connective tissue,9.098x24.946
9x26,9,26,9.061,25.924,2336.43,7246.29,1,9x26,1007.625,1138.23717647059,connective tissue,9.061x25.924
9x27,9,27,9.041,26.931,2330.63,7539.06,1,9x27,1005.125,1011.94752941176,undetermined,9.041x26.931
